bookId;genres
3692;fiction&classics&africa&literature&novels&british-literature&literary-fiction&historical-fiction&religion&20th-century
3690;fiction&classics&historical-fiction&literature&religion&novels&literary-fiction&british-literature&catholic&20th-century
3636;young-adult&fiction&classics&dystopia&science-fiction&fantasy&school&middle-grade&childrens&read-for-school
3473;romance&fiction&contemporary&young-adult&chick-lit&adult&contemporary-romance&drama&adult-fiction&love
3446;fiction&war&historical-fiction&classics&literature&novels&military-fiction&historical&literary-fiction&school
3412;fiction&historical-fiction&romance&classics&australia&historical&historical-romance&drama&novels&adult
3388;fiction&historical-fiction&romance&classics&war&greece&historical&world-war-ii&novels&literature
3378;fiction&contemporary&canada&novels&literature&literary-fiction&classics&short-stories&american&20th-century
3140;fiction&historical-fiction&classics&literature&nobel-prize&historical&novels&war&20th-century&serbian-literature
3087;classics&fiction&romance&historical-fiction&italy&literature&british-literature&20th-century&novels&audiobook
2998;classics&fiction&childrens&young-adult&historical-fiction&middle-grade&fantasy&historical&literature&audiobook
2865;historical-fiction&fiction&historical&classics&art&romance&adult&adult-fiction&novels&literature
2794;fiction&classics&literature&novels&american&mystery&literary-fiction&20th-century&contemporary&the-united-states-of-america
2767;history&non-fiction&politics&american-history&historical&social-justice&classics&audiobook&american&unfinished
2666;fiction&classics&literature&novels&contemporary&new-york&literary-fiction&american&humor&20th-century
2657;classics&fiction&historical-fiction&school&literature&young-adult&historical&read-for-school&novels&high-school
2547;poetry&classics&philosophy&fiction&spirituality&religion&literature&self-help&inspirational&novels
2517;fiction&historical-fiction&mystery&literature&turkish&novels&turkish-literature&nobel-prize&historical&art
2279;biography&history&presidents&non-fiction&american-history&politics&us-presidents&biography-memoir&historical&audiobook
2165;classics&fiction&literature&novels&american&school&adventure&literary-fiction&classic-literature&20th-century
2122;fiction&classics&philosophy&literature&novels&politics&architecture&literary-fiction&american&classic-literature
2054;mystery&fiction&crime&noir&classics&detective&mystery-thriller&thriller&novels&american
2052;mystery&fiction&classics&crime&noir&detective&mystery-thriller&thriller&novels&american
1852;classics&fiction&adventure&young-adult&animals&historical-fiction&literature&school&childrens&novels
1848;non-fiction&history&china&biography&memoir&asia&historical&biography-memoir&autobiography&asian-literature
1845;non-fiction&biography&travel&adventure&classics&memoir&nature&school&biography-memoir&survival
1842;history&non-fiction&science&anthropology&sociology&politics&economics&historical&world-history&audiobook
1624;non-fiction&memoir&biography&africa&travel&history&adventure&biography-memoir&aviation&autobiography
1617;non-fiction&classics&history&memoir&holocaust&biography&school&historical&war&world-war-ii
1295;historical-fiction&fiction&fantasy&historical&classics&romance&adventure&prehistoric&adult&novels
960;fiction&mystery&thriller&mystery-thriller&suspense&adventure&crime&historical-fiction&novels&adult
929;fiction&historical-fiction&romance&historical&classics&japan&adult&novels&asia&adult-fiction
902;mystery&fiction&young-adult&middle-grade&classics&childrens&mystery-thriller&school&juvenile&realistic-fiction
890;classics&fiction&school&historical-fiction&literature&read-for-school&novels&high-school&american&historical
667;fiction&classics&dystopia&philosophy&science-fiction&school&literature&politics&read-for-school&novels
662;fiction&classics&philosophy&politics&literature&science-fiction&novels&dystopia&economics&audiobook
629;philosophy&fiction&classics&spirituality&travel&psychology&self-help&literature&unfinished&religion
431;fiction&mystery&american&novels&literature&contemporary&new-york&the-united-states-of-america&classics&crime
378;fantasy&fiction&classics&childrens&young-adult&middle-grade&adventure&humor&school&juvenile
350;science-fiction&fiction&classics&science-fiction-fantasy&fantasy&novels&philosophy&speculative-fiction&religion&audiobook
343;fiction&classics&historical-fiction&horror&mystery&thriller&crime&german-literature&historical&novels
320;fiction&classics&magical-realism&literature&fantasy&novels&historical-fiction&spanish-literature&literary-fiction&latin-american
275;fiction&classics&france&romance&french-literature&historical-fiction&literature&novels&20th-century&erotica
250;fiction&classics&literature&novels&american&erotica&the-united-states-of-america&banned-books&literary-fiction&sexuality
249;fiction&classics&literature&novels&american&banned-books&erotica&literary-fiction&20th-century&france
122;fiction&historical-fiction&africa&classics&south-africa&coming-of-age&historical&young-adult&novels&literature
13;science-fiction&fiction&humor&fantasy&classics&comedy&science-fiction-fantasy&novels&adventure&space
6;young-adult&fiction&magic&childrens&middle-grade&audiobook&adventure&classics&science-fiction-fantasy&novels
5;young-adult&childrens&middle-grade&audiobook&adventure&science-fiction-fantasy&novels&urban-fantasy&witches&paranormal
3;fiction&young-adult&magic&childrens&middle-grade&classics&audiobook&adventure&science-fiction-fantasy&novels
